ID,Citation_Type,Ref_Clean_citation,Para_text
ID_19725,Comparison,"Chen, Hansen and Scheinkman (1997)","We use projection methods, taking advantage of approximating properties of abstract operators by finite-dimensional matrices, for which the spectrum is easy to calculate numerically. A similar approach was already suggested by Chen, Hansen and Scheinkman (1997). More specifically, we make use of wavelets on the interval [0, 1]. For the construction of wavelet bases and their properties we refer to Cohen (2000). DEFINITION 3.1. Let (ψ λ ) with multiindices λ = (j, k) be a compactly supported L 2 -orthonormal wavelet basis of L 2 ([0, 1]). The approximation spaces (V J ) are defined as L 2 -closed linear spans of the wavelets up to the frequency level J ,"
ID_19792,Technical basis,Samorodnitsky and Taqqu (1994),"Theorem 1.8, pages 50 and 51 of Samorodnitsky and Taqqu (1994), implies that F K converges uniformly to F , where F is the S 1 (1, 1, 0) stable law, in the notation of Samorodnitsky and Taqqu (1994)."
ID_19889,Background,Fan andGijbels (1995),"Though the Nadaraya-Watson method is central in most nonparametric regression methods in the traditional serial case (N = 1), it has been well documented [see, e.g., Fan and Gijbels (1996)] that this approach suffers from several severe drawbacks, such as poor boundary performance, excessive bias and low efficiency, and that the local polynomial fitting methods developed by Stone (1977) and Cleveland (1979) are generally preferable. Local polynomial fitting, and particularly its special case-local linear fitting-recently have become increasingly popular in light of recent work by Cleveland and Loader (1996), Fan (1992), Fan andGijbels (1992, 1995), Hastie and Loader (1993), Ruppert and Wand (1994) and several others. For N = 1, Masry and Fan (1997) have studied the asymptotics of local polynomial fitting for regression under general mixing conditions. In this paper, we extend this approach to the context of spatial regression (N > 1) by defining an estimator of g based on local linear fitting and establishing its asymptotic properties."
ID_19892,Comparison,Masry and Fan (1997),"Though the Nadaraya-Watson method is central in most nonparametric regression methods in the traditional serial case (N = 1), it has been well documented [see, e.g., Fan and Gijbels (1996)] that this approach suffers from several severe drawbacks, such as poor boundary performance, excessive bias and low efficiency, and that the local polynomial fitting methods developed by Stone (1977) and Cleveland (1979) are generally preferable. Local polynomial fitting, and particularly its special case-local linear fitting-recently have become increasingly popular in light of recent work by Cleveland and Loader (1996), Fan (1992), Fan andGijbels (1992, 1995), Hastie and Loader (1993), Ruppert and Wand (1994) and several others. For N = 1, Masry and Fan (1997) have studied the asymptotics of local polynomial fitting for regression under general mixing conditions. In this paper, we extend this approach to the context of spatial regression (N > 1) by defining an estimator of g based on local linear fitting and establishing its asymptotic properties."
ID_19898,Background,Pham and Tran (1985),"In the serial case (N = 1), many stochastic processes and time series are known to be strongly mixing. Withers (1981) has obtained various conditions for linear processes to be strongly mixing. Under certain weak assumptions, autoregressive and more general nonlinear time-series models are strongly mixing with exponential mixing rates; see Pham and Tran (1985), Pham (1986), Tj<U+00F8>stheim (1990) and Lu (1998). Guyon (1987) has shown that the results of Withers under certain conditions extend to linear random fields, of the form X n = j∈Z N g j Z n-j , where the Z j 's are independent random variables. Assumptions (A4 ) and (A4 ) are the same as the mixing conditions used by Neaderhouser (1980) andTakahata (1983), respectively, and are weaker than the uniform strong mixing condition considered by Nakhapetyan (1980). They are satisfied by many spatial models, as shown by Neaderhouser (1980), Rosenblatt (1985) and Guyon (1987)."
ID_20073,Technical basis,Vaart and Wellner (1996),"The results given below are related to the theory of empirical processes and based on the book of van de Geer (2000). Some of them can be also deduced from van der Vaart and Wellner (1996), Alexander (1984Alexander ( , 1987) ) and Birgé and Massart (1993)."
ID_20350,Background,Wu (1994),"1. Introduction. Since the exponentially weighted moving average (EWMA) control chart was first introduced by Roberts (1959), a variety of EWMA methods, design strategies and enhancements have been developed to detect shifts in the process mean. Crowder (1987Crowder ( , 1989) ) and Lucas and Saccucci (1990) evaluated the average run length (ARL) properties of the EWMA chart and provided useful tables for the design of the EWMA chart. Lucas and Saccucci (1990) suggested various enhancements to the EWMA chart, such as the fast initial response feature that makes the control chart more sensitive at start-up, the combined Shewhart-EWMA, and the robust EWMA. Saccucci, Amin and Lucas (1992), Baxley (1995), Reynolds (1995Reynolds ( , 1996a, b) , b) and Jones, Champ and Rigdon (2001) studied the properties, performance and application of the EWMA chart with variable (adaptive) sampling intervals and estimated parameters. Wardell, Moskowitz and Plante (1994) and Jiang, Tsui and Woodall (2000) investigated the application of EWMA charts to autocorrelated processes. Montgomery and Mastrangelo (1991), Mastrangelo and Montgomery (1995) and Mastrangelo and Brown (2000) studied the application of the moving centerline EWMA to various underlying time series models. Another popular control chart is the cumulative sum (CUSUM) test proposed by Page (1954). Its properties have been thoroughly studied in the literature [see, e.g., Hawkins and Olwell (1998)]. A numerical comparison of the EWMA and CUSUM control charts was given by Lucas and Saccucci (1990) and Yashchin (1993). Srivastava andWu (1993, 1997) and Wu (1994) considered design of the optimal EWMA control chart and compared it with the CUSUM and Shiryaev-Roberts control charts. From the papers cited above, we can see that the EWMA control chart is a powerful tool and can compete with the CUSUM control chart in detecting mean shifts."
ID_20730,Technical basis,"Bickel, Klaassen, Ritov and Wellner (1993)","and apply, for example, Theorem A.7.2 of Bickel, Klaassen, Ritov and Wellner (1993)."
ID_20831,Background,Hartigan (1975),"There are a great number of statistical techniques for the clustering problem g ≥ 2 in the absence of outliers. One distinguishes between mixture and classification models; for an overview see Hartigan (1975) and the recent review paper Fraley and Raftery (2002). Two (nowadays classical) statistical partitioning methods are the trace and determinant criteria of cluster analysis [Friedman and Rubin (1967) and Scott and Symons (1971)]. In both criteria, the pooled withingroups sum of squares and products (SSP) matrix W of the clustering, see ( 2), plays a central role. These criteria postulate as estimators those partitions which minimize the trace and the determinant of W, respectively. Both methods are not only heuristically motivated: the resulting partitions are maximum likelihood estimators of well-defined statistical models. Therefore, both methods perform well whenever the data set is a realization of random variables obeying the underlying statistical laws. The probabilistic model for which the trace criterion is optimal assumes that all populations are normally distributed with unknown mean vectors and the same spherical covariance matrix of unknown size. The determinant criterion retains the assumption on equality of the covariance matrices, but is less restrictive in dropping that on sphericity. As a consequence, the partition optimal for the determinant criterion is invariant not only w.r.t. location but also w.r.t. scale."
ID_20840,Background,Ritter and Gallegos (1997),"Apart from this parameter, we do not address the question of model finding. Normality of the population distributions, the commonness of the covariance matrix and the number of clusters are assumed as a priori given. This may yield criticism. However, it is straightforward to carry over the method to other location and scale models, for example, elliptical distributions with a given radial behavior. But the efficiency of the algorithm depends on that of the ML-estimator of the population parameters and one reason for the popularity of the normal model is the fact that ML-estimation of its parameters essentially reduces to summation. We could also dispense with commonness of the covariance matrix. However, the present model should be preferred in situations where each class arises from noisy versions of g prototypes and the noise affects each prototype in the same way. Examples are the classification of phonemes in speech recognition and the chromosome classification problem. In the former case, the prototypes are the phonemes pronounced by a pure speaker and in the latter, they are clean images of the chromosomes of the different biological classes of an organism. In both cases, outliers play an important role; see, for example, Ritter and Gallegos (1997). Moreover, different covariance matrices would require estimation of more parameters and might need more observations than are actually available. Estimation of the number of clusters is an important issue that would go beyond the scope of this paper. Just as there is no clear definition of outlier, there is none of ""cluster"" either. Nevertheless, both are useful concepts. More general distributions, cross-cluster constraints and estimation of the number of clusters in a Bayesian framework will be the subject matter of a forthcoming communication."
ID_21496,Technical basis,Kaufmann (1987),"This article is organized as follows. Section 2 is dedicated to the existence and weak consistency of a sequence of estimators of the main parameter. To accommodate the estimation of the average of the correlation matrices in the martingale set-up, we require two conditions: (C1) is a boundedness condition on the (2 + δ)-moments of the normalized residuals, whereas (C2) is a consistency condition on the normalized conditional covariance matrix. In this context we use the martingale strong law of large numbers of Kaufmann (1987). Section 3 presents the asymptotic normality of our estimators. This is obtained under slightly stronger conditions than those of Xie and Yang (2003), by applying the classical martingale central limit theorem [see Hall and Heyde (1980)]. For ease of exposition, we have placed the more technical proofs in the Appendix."
ID_22319,Background,28,"Asymptotic distributions for dimension p fixed and n → ∞ are summarized by Mardia and Jupp ( [21], page 187) and Watson [28]. If we now let p → ∞ and n/p → ∞, then we have a consistency result. PROPOSITION 3.6. Consider the Bingham ( p /p) distribution on S p-1 ( 1)"
ID_22341,Background,17,"The complex Bingham family of distributions is the complex analogue of the real Bingham distribution [17]. The complex Bingham distributions are particularly useful in shape analysis of landmarks in two dimensions (e.g., see [9]), where the distribution is used for rotation-invariant shape modeling because the density has the property that f (z) = f (e iθ z) for any rotation θ . The complex Bingham distribution is actually a special case of the real Bingham distribution [17]."
ID_22485,Technical basis,3,"Here C denotes a constant which does not depend on n, x and y and it may vary from line to line. By Burkholder's inequality [3],"
ID_23223,Background,1,"where H is assumed to be a monotone covariate effect, F is a known function, and the other covariate effects are as defined previously. Without the H term, (1.3) is precisely the model studied by H<U+00E4>rdle, Mammen and Müller [21]. This connection has also been observed in other settings of current status data study, for example, [1,41,42,46]."
ID_23368,Background,5,"Simulation studies conducted in the past literature [5,13] have indicated good performance of the maximum likelihood estimates and the proposed variance estimation approach in small samples."
ID_23479,Background,6,"2.1. The basic framework. Let X 1 , X 2 , . . . be a sequence of stationary random vectors (r.v.s) with values in R d . For proving the results, we shall work under the ""smooth function model"" of Bhattacharya and Ghosh [1] (cf. [19]). Let θ be a parameter of interest and let θn be an estimator of θ . Let Xn = n -1 n i=1 X i and μ = EX 1 . Then, the ""smooth function model"" prescribes that there exists a smooth function H : R d → R such that θn = H ( Xn ) and θ ≡ H (μ). Considering suitable transformations of the observations, one can treat a wide class of common estimators, including the generalized M-estimators of Bustos [6], under this model. See, for example, [19] and [28] for the scope of the ""smooth function model"" in the independent and the dependent cases, respectively."
ID_23734,Background,18,"In this paper we assume that the random effects and errors in a non-Gaussian mixed linear model are independent. This means that (i) the vectors α 1 , . . . , α s , ε are independent and (ii) the components of α j (1 ≤ j ≤ s) and ε are independent. A mixed linear model that satisfies (1) as well as (i) and (ii) above is also known as an analysis of variance mixed (ANOVA) model (e.g., [5], where normality is assumed). Mixed ANOVA models are very popular in practice. On the other hand, there are also mixed linear models used in practice that involve dependent random effects or errors, such as the so-called longitudinal model (e.g., [5], [18]). For example, in Section 3.4 it may be reasonable to assume that the random intercept, a i , and slope, b i , which correspond to the same individual, are correlated. Note that, in cases of correlated random effects, the variance components are defined as the parameters involved in V , the covariance matrix of y, that involve correlations in addition to the variances. Furthermore, there are more additional parameters involved in the ACM of, say, the REML estimator. However, a possible POQUIM decomposition may still be obtained. For example, by (9), one can write"
ID_24306,Background,37,"There are a few recent papers on the construction of multi-level SSDs. Yamada and Lin [37] and Yamada, Ikebe, Hashiguchi and Niki [36] proposed methods for the construction of three-level SSDs. Fang, Lin and Ma [13] and Lu and Sun [22] proposed algorithmic methods for the construction of multi-level SSDs. Lu, Hu and Zheng [21] constructed multi-level SSDs based on resolvable balanced incomplete block designs. Aggarwal and Gupta [2] proposed an algebraic construction method based on Galois field theory. Chatterjee and Gupta [8] studied multi-level SSDs with certain search design properties. Yamada and Matsui [38] considered the construction of mixed-level SSDs."
ID_24636,Background,22,"where Z i are i.i.d. random elements in X with some nonatomic law P 0 and where, independent of (Z i ), (Q i ) denotes a collection of random probabilities that sum to 1 and whose law is completely determined by the EPPF π(p) given in Proposition 5.1. We will call P F an NTR species sampling model. We do point out that although there are technically a large number of possible species sampling models, to date there are only two well-known classes: the species sampling models based on the Poisson-Kingman models described in [38] (see also [24]) and the stick-breaking models described in [22]. See also [40]."
ID_24655,Background,3,"Introduction. An example that motivated our work is afforded by the Taiwanese-American Occultation Survey (TAOS), which we now briefly describe. The TAOS will attempt to detect small objects in the Kuiper Belt, a region of the solar system beyond the orbit of Neptune. The Kuiper Belt contains an unknown number of objects (KBOs), most of which are believed to be so small that they do not reflect enough light back to Earth to be directly observed. The purpose of the TAOS project is to estimate the number of these KBOs down to the typical size of cometary nuclei (a few kilometers) by observing occultations. The idea of the occultation technique is simple to describe. One monitors the light from a collection of stars that have angular sizes smaller than the expected angular sizes of comets. An occultation is manifested by detecting the partial or total reduction in the flux from one of the stars for a brief interval when an object in the Kuiper Belt passes between it and the observer. Four dedicated robotic telescopes will automatically monitor 2000-3000 stars every clear night for several years and their combined results will be used to test for an occultation of each star approximately every 0.20 seconds, yielding on the order of 10 11 tests per year. The number of occultations expected per year ranges from tens to a few thousands, depending on what model of the Kuiper Belt is used. Having conducted a large number of tests, it is then of interest to estimate the number of occultations, or the occultation rate, since this will provide information on the distribution of KBOs. Note that in this context we are not so much interested in which particular null hypotheses are false as in how many are. The TAOS project was further described by Liang et al. [8] and Chen et al. [3]."
ID_24796,Comparison,17,"Next, we derive certain results that extend Storey's [17,18] work to the dependent case. Storey obtained expressions for the FDR and FNR of a singlestep procedure under a mixture model where, given any configuration of true and false null hypotheses, the X i 's are assumed to be independent, providing useful Bayesian interpretations to his notions of pFDR and pFNR. More specifically, he proved: pFDR = P {H 1 is true|X 1 ≥ t} and pFNR = P {H 1 is false|X 1 < t}, irrespective of the number of tests. Assuming a more general mixture model in which the X i 's are assumed to be dependent with a location family of distributions and to have a certain type of positive dependence structure, we prove in Theorems 5 and 6, respectively, that pFDR ≤ max 1≤i≤n P {H i is true|X i ≥ t} and pFNR ≤ max 1≤i≤n P {H i is false|X i < t}, with the equalities holding under independence. An important implication of the first inequality is that Storey's [17] q-value for a single-step multiple test under certain commonly encountered types of dependence is more conservative, as one would desire, than that under independence."
ID_25143,Technical basis,27,"Recalling that a linear transformation of an α-stable random vector is again α-stable (see [27]), we conclude the proof of the theorem."
ID_25214,Background,3,"Consider the experiment E 3 defined by selecting experiment E 1 with probability 1/2 and experiment E 2 with probability 1/2. Since the same measurement apparatus was used in both experiments, one can arrange things in such a way that the person reading t for experiment E 3 does not know which of the experiments E 1 or E 2 was chosen. This arrangement is necessary in order to avoid the result that the conditionality principle should disturb our argument for this situation; see [3] and the response to these comments. We can regard E 3 as a genuinely new experiment here. Now use Assumption 5. From this assumption there exists a group element g bc such that λ c (φ) = λ b (φg bc ). We can, and will, rotate experiment b in such a way that all final state vectors coincide with those of experiment c. Then from Assumption 8, the transition probability to experiment E 2 is the same as if a rotated initial state was chosen and the state vectors v b i were chosen, but with a different likelihood q i (t) = q i (tg bc )."
ID_25226,Background,5,"With moderately complicated issues for a statistical investigation, it is always wise to elucidate the issue in question from several angles. This may involve performing experiments with different, but related parameters and making inference on different, but related parameters. A related case is conditioning on different ancillary statistics, where a connection to quantum theory was hinted at in [5]."
ID_25317,Background,16,"If an isotropic field is Gaussian, its dependence structure is completely identified by the angular correlation function and its harmonic transform, the angular power spectrum (to be defined in the next section). For non-Gaussian fields, the dependence structure becomes much richer, and higher-order correlation functions are of interest; in turn, this leads to the analysis of so-called higher-order angular power spectra. Because these angular power spectra are identically zero for Gaussian fields, they also provide natural tools to test for non-Gaussianity: this is a topic of greatest importance in modern cosmological data analysis. Indeed, on one hand the validation of the Gaussian assumption is urged by the necessity to provide a firm basis for statistical inference on cosmological parameters, which is dominated by likelihood approaches. More importantly, tests for Gaussianity are needed to discriminate among competing scenarios for the physics of the primordial epochs: here, the currently favored inflationary models predict (very close to) Gaussian CMB fluctuations, whereas other models yield different observational consequences [3,28,29]. Tests for non-Gaussianity are also powerful tools to detect systematic effects in the outcome of the experiments. For these reasons, many papers have focused on testing for non-Gaussianity on CMB, some of them by means of topological properties of Gaussian fields (e.g., [9,13,26,36,37]), others through spherical wavelets [2], and still others by harmonic space methods (e.g., [16,20,21,24]). A short survey of the literature on testing for non-Gaussianity on CMB is in [23]."
ID_25338,Technical basis,11,"A graph is Hamiltonian [written γ ∈ H (I, J )] [11] if it has a spanning cycle, that is, if there exists a loop which covers all the vertices without touching any of them (other than the first) twice. Two graphs G 1 = (I 1 , E 1 ) and G 2 = (I 2 , E 2 ) are isomorphic if there exists a one-to-one, onto mapping φ :"
ID_25426,Technical basis,15,"where θmle (x (N) ) is the maximum likelihood estimate, T i := T ij k g jk and the rela- [8,15,18]. The risk of the Bayesian predictive density p f (y|x (N) ) is given by"
ID_25455,Comparison,8,"The two main conditions of Theorem 2.1 are a prior mass condition (2.4) and an entropy condition (2.5), which can be compared to Schwartz' conditions for posterior consistency (see [13]), or the two main conditions for the well-specified situation in [8]. Below we discuss the background of these conditions in turn."
ID_25718,Background,21,"1.2. Sparsity. In certain subfields of signal and image processing, the wavelet coefficients of a typical object can be modeled as a sparse vector; the interested reader might consult literature going back to Field [21], extending through DeVore, Jawerth and Lucier [12], Ruderman [33], Simoncelli [39] and Huang and Mumford [28]. A representative result was given by Simoncelli, who found that in looking at a database of images, the typical behavior of histograms of wavelet coefficients at a single resolution level of the wavelet pyramid was highly structured, with a sharp peak at the origin and somewhat heavy tails. In short, many coefficients are small in amplitude while a few are very large. [18]. (b) Reconstruction using inverse discrete wavelet transform. (c) Empirical wavelet coefficients w jk displayed by nominal location and scale j , computed using a discrete orthogonal wavelet transform and the Daubechies near symmetric filter of order N = 6. (d) Wavelet coefficients after hard thresholding using the FDR threshold described at (1.8), with estimated scale σ = med.abs.dev.(w 9k )/0.6745, a resistant estimate of scale at level 9-for details on σ , see [18]."
ID_25791,Background,7,"5.1. Application to creatinine data. An observational study in which various laboratory and patient data were analyzed for patients with end-stage renal disease is described in [7]. To illustrate our methods, we analyzed a similar but much smaller set of data and note that our analysis does not provide inference for the data in [7]. Variables include serum creatinine level (CRT), cholesterol level (CH), serum albumin level (ALB) and body mass index (BMI), measured for n = 508 subjects. Creatinine is a protein produced by muscle and released into the blood. Since the amount produced is relatively stable, the creatinine level in the serum is determined by the rate at which it is removed, and is therefore an important indicator of renal function. We analyze the dependence of serum creatinine (response) on cholesterol level and serum albumin (predictors). An unadjusted approach would be to fit the multiple regression model CRT = γ 0 + γ 1 CH + γ 2 ALB + e, where e is an error term, usually by least squares. Body mass index (BMI) is defined as weight/height 2 and is known to affect both the response and the predictors. This provides the motivation to adjust for this influence by means of the CAR model ( 4), (5), using body mass index as the confounder U ."
ID_25921,Technical basis,11,"(a) Control of U n (H m ). We use the following lemma, which derives from an exponential inequality for U -statistics of order 2 due to Houdré and Reynaud-Bouret [11]. LEMMA 1. Let X 1 , . . . , X n be i.i.d. real random variables with common density f ∈ L ∞ (R). Let D 1 = D 3 = N * and D 2 = {2 J , J ∈ N}. For all m = (l, D) with l ∈ {1, 2, 3} and D ∈ D l , introduce {p l , l ∈ L m } defined as in (5.1) and"
ID_26138,Technical basis,20,"We first derive a strong approximation of the sequential general empirical process β n (x, t) by the process c τ (x) [nt] i=1 H τ (η i )/τ !, by changing the rate of convergence in Theorem 3.1 of [20] to fit our purposes in this exposition."
ID_26647,Background,20,"Second, when a loss function is available, the decision theoretic approach originated by Raiffa and Schlaifer [20] can be used. One benefit of this approach is that it is easy to include the cost of sampling. The decision theoretic approach was developed in [18]. See also [1] and [16] for an information perspective; Pham-Gia and Turkkan ( [19], Section 4) provided some general comments. Cheng, Su and Berry [3] established asymptotic expressions for sample size computation in the clinical trial context for dichotomous responses. A general discussion of the relative merits of decision theoretic approaches to sample size problems can be found in [14,17,18]."
ID_26754,Background,1,"In this section we consider an application to the wheat data set of Mercer and Hall [26] as an illustration of the theory and methodology established in this paper. This data set has been analyzed by several investigators including Whittle [36] and Besag [1]; see also [25] on the analysis from the spectral perspective. It involves 500 wheat plots, each 11 ft by 10.82 ft, arranged in a 20×25 rectangle, plot totals constituting the observations. Two measurements, grain yield and straw yield, were made on each plot. Whittle [36] analyzed the grain yields, fitting various stationary unconditional normal autoregressions. Besag [1] analyzed the same data set, but on the basis of the homogenous first-and second-order auto-normal schemes [see (5.5) and (5.6) in [1], page 206], and found that the first-order auto-normal scheme appears satisfactory ( [1], page 221). This model has the conditional mean of Y ij , given all other site values, equal to"
ID_26785,Comparison,13,"Analogous results are obtained for an algorithm, Algorithm NoisyBrightLSQ, essentially that proposed recently by Gardner and Milanfar [13], that constructs an approximating convex polytope to an unknown origin-symmetric convex body from a finite number of noisy measurements of its brightness function (giving the areas of the shadows of the body on hyperplanes). The very existence of such an algorithm is highly nontrivial, due to the extremely weak data; each measurement is a single scalar that provides no information at all about the shape of the shadow! Nevertheless, the algorithm has been successfully implemented, even in three dimensions. Here we are able to prove, for the first time, convergence (Theorem 7.2), with estimates of rates of convergence (Theorem 7.6) also for this algorithm. One technical device that aids in this endeavor is the so-called projection body, whose support function equals the brightness function of a given convex body. This allows some of our results on reconstruction from support functions to be transferred to the new reconstruction problem. However, we require additional deep results on projection bodies (a subclass of the class of zonoids) from the theory of convex geometry due to Bourgain and Lindenstrauss [1] and Campi [4]. Examples of rates of convergence we obtain, for the Hausdorff metric, are of order k -4/15 in the two-dimensional case and k -1/30 in the three-dimensional case."
ID_26790,Technical basis,24,"Many auxiliary results are obtained in the course of proving the convergence of these algorithms, but one is perhaps worth special mention. Roughly speaking, the results we employ from the theory of empirical processes give rates of convergence of least squares estimators to an unknown function in terms of the metric entropy of the class of functions involved. In obtaining our results on reconstruction from support functions, it turns out that we therefore need an estimate of the metric entropy of the class of compact convex subsets of the unit ball B in n-dimensional space, with the Hausdorff metric. Luckily, the precise order of this, t -(n-1)/2 for sufficiently small t > 0, was previously established by Bronshtein [3] (see Proposition 5.4; it is traditional to talk of ε-entropy rather than t-entropy, but we require ε for a different purpose in this paper). In the problem of reconstruction from brightness functions, however, we need to know the metric entropy of the class of origin-symmetric zonoids contained in B. As far as we know, this natural problem has not been addressed before. For n = 2, it is easy to see that the answer, t -1/2 , is unchanged, but in Theorem 7.3 we show that, for fixed n ≥ 3 and any η > 0, the t-entropy of this class is O(t -2(n-1)/(n+2)-η ) for sufficiently small t > 0. This is somewhat remarkable, since the t-entropy becomes O(t -2 ) as n tends to infinity, in complete contrast to the case of general compact convex sets. The hard work behind Theorem 7.3 is done in the highly technical papers of Bourgain and Lindenstrauss [2] and Matou<U+0161>ek [24] on the approximation of zonoids by zonotopes."
ID_26881,Background,20,"The problem of order identification in Markov models on a finite alphabet must be mentioned too. Some important papers are [14,12] (they give insight into the consistency issue for some classical order estimators) and also [20,22] (where optimal underestimation error exponents are obtained for the same classical order estimators). A more comprehensive presentation of order identification in Markov models can be found in [7]."
ID_27001,Background,8,"To our knowledge, there are no satisfactory solutions to the remaining three issues. For example, Chen, Chen and Kalbfleisch [5,6], Chen and Chen [4], Crainiceanu and Ruppert [10] and Zhu and Zhang [37] derived the asymptotic or small sample distributions of the likelihood ratio statistics for some specific mixed effects models under restrictive conditions. Others considered score test statistics. Liang [21] and Commenges and Jacqmin-Gadda [8] considered the case when the random effect, b i , is scalar. Although Lin [22] and Hall and Praestgaard [16] considered a multidimensional b i , their f i,j (<U+2022>, <U+2022>) does not contain γ (1) . In other words, the existing results do not cover our examples and the general model (3). Thus, it is imperative for us to develop score test statistics and establish the asymptotic theory under a more general framework."
ID_27387,Technical basis,32,"The addition of Assumption B to an It<U+00F4> process X, and similar smoothness assumptions in results below, is partially due to the estimation of ρ, which requires stronger smoothness conditions. In some instances, Assumption B is partially also a matter of convenience in a proof and can be dropped at the cost of more involved technical arguments. 2.8. The limit for the discretization error. The error Z, Z t -Z, Z t can be decomposed into bias and pure discretization error [Z, Z] t -Z, Z t . We here discuss the limit result for the latter, following [32]. We first need the following."
ID_27468,Background,5,"as part of a stepdown procedure to control the k-FWER and showed that such a procedure using critical values αα i controls the k-FWER at level α under no assumptions on the joint distribution of the p-values. We can apply Theorem 3.1 to this choice of α i to construct a stepup procedure that also controls the k-FWER under no restrictions on the joint distribution of the p-values. Table 1 displays for several different values of k and s the normalizing constant D 1 (k, s) of Theorem 3.1. Table 1 shows that the constants must be approximately halved to ensure control of the k-FWER. For example, in the case s = 1000 and k = 3, the optimizing value of |I | is 39, yielding D 1 (3, 1000) = 2.1707. For control of the FWER, Hochberg [5] proposed using the stepup procedure with critical values given by ( 13) with k = 1. These same constants were used by Holm [6] to control the FWER, but as part of a stepdown procedure. Hochberg argued that his procedure controls the FWER assuming that the p-values are independent. Sarkar and Chang [15] have shown that Hochberg's procedure also controls the FWER for certain forms of positively dependent p-values. So, it follows from Remark 2.1 that under such assumptions on the joint distribution of the p-values Hochberg's procedure is more powerful than the one proposed by Holm. Holm's procedure, however, controls the FWER under no assumptions on the joint distribution of the p-values, whereas our results show that this is not true of Hochberg's procedure. However, we show that by dividing the constants by D 1 (1, s), control of the FWER is restored."
ID_27513,Background,17,"In contrast to the statistical mechanical computations, the starting point in statistical inference is usually one given distribution, for example, the distribution on a high-dimensional parameter space. If we take the energy to be the negative logdensity function in this case, we are then interested in obtaining the Boltzmann average only at T = 1. The Metropolis and related algorithms have been developed and applied to solve many statistical computation problems, and have greatly enhanced our ability to analyze problems ranging from image analysis to missing value problems to biological sequence analysis to single-molecule chemistry [6,7,17,20,22,38]. However, as Geyer, Marinari, Parisi and others have pointed out, even if the immediate interest is at T = 1, simulation at temperatures other than T = 1 is often necessary in order to achieve efficient sampling. Furthermore, computing the normalization constants (i.e., partition function) is also important in statistical tasks such as the determination of likelihood ratios and Bayes factors [9,10,28]."
ID_27526,Background,12,"The idea of moving along the equi-energy surface bears a resemblance to the auxiliary variable approach, where to sample from a target distribution π(x), one can iteratively first sample an auxiliary variable U ～ Unif[0, π(X)], and then sample X ～ Unif{x : π(x) ≥ U }. This approach has been used by Edwards and Sokal [5] to explain the Swendsen-Wang [37] clustering algorithm for Ising model simulation, and by Besag and Green [3] and Higdon [12] on spatial Bayesian computation and image analysis. Roberts and Rosenthal [32], Mira, Moller and Roberts [30] and Neal [31] provide further discussion under the name of slice sampling. Under our setting, this auxiliary variable (slice sampler) approach amounts to sampling from the lower-energy sets. In comparison, the EE sampler's focus on the equi-energy set is motivated directly from the concept of microcanonical distribution in statistical mechanics. More importantly, the equi-energy jump step in the EE sampler offers a practical means to carry out the idea of moving along the energy sets (or moving horizontally along the density contours), and thus provides an effective way to study not only systems in statistical mechanics, but also general statistical inference problems (see Sections 4, 5 and 6)."
ID_27575,Background,5,"defines how much we should pay for stochastic minimization. Using this theorem we can get a typical panorama of minimax facts related to moderately ill-posed problems (see [5]). Moreover, simulations in Section 3 reveal that the constant C * is really small. It means, in particular, that in contrast to URE this method is stable. The present paper is organized as follows. In Section 2, a heuristic motivation and additional facts related to RHM are presented. Section 3 contains simulation results. The proofs and technical lemmas are postponed to Section 4."
ID_27848,Comparison,4,"An immediate consequence of the above theorem is a result on the concentration of Bayesian posterior distributions that refines some aspects of the main result in [4]. It also complements the upper-bracketing radius-based bound in Corollary 5.2. For simplicity, we only state a version for ρ-divergence so that the result is directly comparable to that of [4]. A similar bound can be stated for Rényi entropy. COROLLARY 5.3. Let ε π,n = inf{ε : ε ≥ -1 n ln π({p ∈ : D KL (q||p) ≤ ε})}. Given ρ ∈ (0, 1), we assume that <U+2200> ε > 0, {p ∈ : D ρ (q||p) ≥ ε} can be covered by the union of measurable sets ε j (j = 1, . . .) such that inf{D ρ (q||p"
ID_28287,Background,26,"Although the equations (1.1)-(1.2) look rather simple, they create a complicated probabilistic structure which is not easily understood. For example, the problem of finding conditions for the existence and uniqueness of a stationary solution to the equations (1.1)-(1.2) waited for a solution until Nelson [26] provided the answer for GARCH(1, 1) and Bougerol and Picard [6] for the general GARCH(p, q) case. Statistical inference leads to further nontrivial problems. Since the exact distribution of Z t remains unspecified, one determines likelihoods under the hypothesis of standard Gaussian innovations. Moreover, the volatility σ t is an unobserved quantity. A possible approximation of σ 2 t is obtained by mimicking the recursion (1.2), for example, with an initialization X -p+1 = <U+2022> <U+2022> <U+2022> = X 0 = 0 and σ 2 -q+1 = <U+2022> <U+2022> <U+2022> = σ 2 0 = 0. Recently, Berkes, Horváth and Kokoszka [2] showed under minimal assumptions that the resulting estimator, which is called the (Gaussian) quasi-maximumlikelihood estimator (QMLE), is consistent and asymptotically normal, thereby generalizing work by Lumsdaine [24], Lee and Hansen [22] and Boussama [7,8]. Related to [2] is Francq and Zako<U+00EF>an [15]. See also [1,17,25], where the QMLE in the GARCH(p, q) model with a heavy-tailed noise distribution is studied."
